soil_type,region,water_source,irrigation_source,season,sown,sowing_window,soil_ph,temp,waterrequired,relative_humidity,n,p,k,cropduration,seed_variety
clay loam,South Punjab,irrigated,mixed,rabi,Oct,early,6.9,21.4,475.1,58.6,112.8,55.0,45.1,84.3,Sawera-24
clay loam,South Punjab,rainfed,canal,rabi,Nov,optimal,6.8,22.9,492.1,54.0,102.9,44.4,40.1,80.3,Sawera-24
silt loam,South Punjab,irrigated,tube well,rabi,Dec,late,6.0,21.0,573.2,53.0,88.8,49.0,50.1,82.9,Sawera-24
sandy loam,South Punjab,rainfed,mixed,rabi,Oct,early,6.9,23.5,532.5,58.8,116.2,59.9,49.0,88.3,Sawera-24
loamy,Potohar,irrigated,canal,rabi,Nov,optimal,6.6,21.8,528.6,55.9,112.6,56.1,54.3,82.0,Dilkash-20
silt loam,Canal Area,rainfed,rainfed,rabi,Dec,late,6.0,23.4,569.8,51.4,114.0,52.6,56.9,80.6,Sawera-24
silt loam,Central Punjab,irrigated,mixed,rabi,Oct,early,6.7,22.3,511.7,56.0,90.4,59.3,40.7,87.4,Dilkash-20
sandy loam,Central Punjab,rainfed,canal,rabi,Nov,optimal,6.1,21.2,507.4,52.3,82.4,56.5,58.3,81.9,Dilkash-20
sandy loam,South Punjab,irrigated,mixed,rabi,Dec,late,6.1,22.7,553.3,58.8,90.6,46.2,43.0,82.8,Sawera-24
silt loam,South Punjab,rainfed,mixed,rabi,Oct,early,6.0,22.7,508.3,55.0,85.5,43.5,59.7,85.5,Falak-24
loamy,Punjab North,irrigated,mixed,rabi,Nov,optimal,7.0,23.6,454.3,59.4,117.1,55.3,40.1,84.6,Subhani-21
silt loam,Canal Area,rainfed,mixed,rabi,Dec,late,6.5,23.6,578.3,56.0,119.4,58.9,59.3,82.9,Sawera-24
sandy loam,Potohar,irrigated,mixed,rabi,Oct,early,6.5,21.9,555.1,58.4,119.3,54.6,43.2,89.0,Arooj-22
loamy,Central Punjab,rainfed,mixed,rabi,Nov,optimal,7.0,22.3,574.3,51.6,105.8,41.1,52.0,86.8,Subhani-21
sandy loam,Punjab North,irrigated,canal,rabi,Dec,late,6.4,23.7,484.9,51.9,102.0,54.7,51.4,80.1,Sawera-24
loamy,Punjab North,rainfed,rainfed,rabi,Oct,early,6.7,23.0,463.6,54.4,97.3,54.5,40.4,82.6,Falak-24
clay loam,Central Punjab,irrigated,tube well,rabi,Nov,optimal,6.2,23.7,547.7,51.1,114.4,55.0,43.4,82.9,Subhani-21
sandy loam,Potohar,rainfed,mixed,rabi,Dec,late,6.3,23.1,481.0,54.9,99.5,47.2,54.9,89.6,Arooj-22
sandy loam,Punjab North,irrigated,tube well,rabi,Oct,early,6.5,23.6,491.9,52.2,82.5,54.9,42.0,86.3,Falak-24
silt loam,Punjab North,rainfed,canal,rabi,Nov,optimal,6.6,21.8,632.5,51.7,82.8,59.3,48.4,88.1,Falak-24
sandy loam,Canal Area,irrigated,mixed,rabi,Dec,late,6.2,21.1,527.3,51.8,102.0,45.5,43.8,85.1,Sawera-24
sandy loam,Potohar,rainfed,rainfed,rabi,Oct,early,6.2,23.5,610.4,59.6,117.8,56.2,54.3,83.4,Arooj-22
clay loam,Punjab North,irrigated,tube well,rabi,Nov,optimal,6.2,22.8,566.1,58.0,115.5,56.8,50.2,84.0,Subhani-21
sandy loam,Potohar,rainfed,mixed,rabi,Dec,late,6.6,22.6,628.2,59.5,100.6,59.3,49.5,84.7,Arooj-22
clay loam,Central Punjab,irrigated,canal,rabi,Oct,early,6.9,21.5,614.2,50.4,83.4,45.1,48.9,85.7,Subhani-21
clay loam,South Punjab,rainfed,rainfed,rabi,Nov,optimal,6.1,22.1,597.2,59.4,104.9,56.9,44.7,80.9,Subhani-21
clay loam,Punjab North,irrigated,tube well,rabi,Dec,late,6.1,23.6,601.5,50.6,103.0,53.6,57.8,84.6,Subhani-21
clay loam,Canal Area,rainfed,tube well,rabi,Oct,early,6.2,22.8,620.7,52.4,86.9,53.5,43.6,82.2,Subhani-21
loamy,Central Punjab,irrigated,mixed,rabi,Nov,optimal,6.2,23.1,496.0,55.2,108.6,44.5,46.3,85.6,Subhani-21
silt loam,Potohar,rainfed,rainfed,rabi,Dec,late,6.3,23.0,545.8,59.0,117.6,56.8,48.9,89.0,Arooj-22
loamy,Central Punjab,irrigated,rainfed,rabi,Oct,early,6.4,23.4,506.5,58.0,111.2,46.5,50.4,87.2,Subhani-21
sandy loam,Punjab North,rainfed,rainfed,rabi,Nov,optimal,6.2,23.5,500.3,53.7,83.4,49.6,48.4,82.1,Arooj-22
loamy,Potohar,irrigated,rainfed,rabi,Dec,late,6.3,22.1,550.2,56.0,114.6,43.5,58.4,89.2,Arooj-22
loamy,South Punjab,rainfed,canal,rabi,Oct,early,6.2,22.0,586.6,51.9,92.7,59.2,54.4,88.9,Falak-24
sandy loam,Central Punjab,irrigated,rainfed,rabi,Nov,optimal,6.1,22.7,576.6,53.9,106.8,51.6,43.0,84.4,Subhani-21
sandy loam,Punjab North,rainfed,tube well,rabi,Dec,late,6.5,23.4,531.5,57.5,103.8,50.8,58.3,85.3,Subhani-21
sandy loam,Canal Area,irrigated,tube well,rabi,Oct,early,6.6,23.4,623.8,52.3,92.7,41.9,46.7,86.6,Dilkash-20
loamy,Potohar,rainfed,canal,rabi,Nov,optimal,6.5,22.1,595.8,50.8,117.9,42.1,57.8,85.6,Dilkash-20
loamy,Central Punjab,irrigated,tube well,rabi,Dec,late,6.1,23.8,461.1,50.1,96.9,57.2,58.9,82.0,Sawera-24
sandy loam,Central Punjab,rainfed,tube well,rabi,Oct,early,6.0,23.0,646.1,59.2,96.2,48.4,45.2,80.8,Subhani-21
silt loam,South Punjab,irrigated,rainfed,rabi,Nov,optimal,6.7,22.5,580.4,53.9,111.7,46.5,48.2,87.1,Dilkash-20
silt loam,South Punjab,rainfed,tube well,rabi,Dec,late,6.4,22.8,596.8,52.5,102.9,58.5,54.6,81.7,Sawera-24
clay loam,Canal Area,irrigated,canal,rabi,Oct,early,6.3,22.8,569.4,58.4,80.4,43.2,55.6,82.3,Dilkash-20
sandy loam,Canal Area,rainfed,rainfed,rabi,Nov,optimal,6.7,22.4,620.9,57.1,82.5,40.8,41.4,80.2,Dilkash-20
clay loam,Punjab North,irrigated,mixed,rabi,Dec,late,6.7,22.7,458.8,57.2,111.8,50.9,55.1,88.2,Subhani-21
silt loam,Punjab North,rainfed,rainfed,rabi,Oct,early,6.6,23.3,467.5,50.1,101.8,53.8,47.2,84.7,Falak-24
clay loam,Canal Area,irrigated,canal,rabi,Nov,optimal,6.7,22.2,482.1,52.7,119.9,40.9,45.0,84.2,Dilkash-20
sandy loam,Canal Area,rainfed,rainfed,rabi,Dec,late,6.5,23.0,568.4,53.0,86.0,51.4,45.7,83.3,Sawera-24
sandy loam,Potohar,irrigated,rainfed,rabi,Oct,early,7.0,21.4,619.0,50.9,105.3,56.1,51.8,80.7,Arooj-22
sandy loam,South Punjab,rainfed,canal,rabi,Nov,optimal,7.0,21.9,607.4,59.2,107.3,55.5,52.0,88.1,Sawera-24
loamy,Punjab North,irrigated,rainfed,rabi,Dec,late,6.3,22.4,529.2,56.4,113.5,53.0,48.6,86.0,Falak-24
clay loam,South Punjab,rainfed,canal,rabi,Oct,early,6.7,21.6,572.1,51.9,80.1,59.6,54.8,89.2,Sawera-24
silt loam,South Punjab,irrigated,canal,rabi,Nov,optimal,6.0,21.6,484.6,55.4,107.6,54.6,47.6,86.0,Dilkash-20
silt loam,Canal Area,rainfed,mixed,rabi,Dec,late,6.1,21.7,511.3,53.1,90.3,47.7,45.5,86.8,Dilkash-20
silt loam,Potohar,irrigated,tube well,rabi,Oct,early,6.2,21.4,544.7,58.9,110.3,52.8,43.9,82.5,Arooj-22
loamy,Central Punjab,rainfed,tube well,rabi,Nov,optimal,6.2,21.9,603.3,57.6,94.6,49.2,42.1,81.7,Dilkash-20
loamy,Potohar,irrigated,rainfed,rabi,Dec,late,6.4,21.7,537.7,51.9,88.7,58.9,51.5,81.3,Arooj-22
sandy loam,Potohar,rainfed,rainfed,rabi,Oct,early,6.3,23.2,514.5,52.5,94.0,43.6,41.4,83.1,Arooj-22
silt loam,South Punjab,irrigated,mixed,rabi,Nov,optimal,6.2,22.7,521.9,57.6,108.6,46.3,46.7,82.7,Dilkash-20
loamy,Potohar,rainfed,mixed,rabi,Dec,late,6.6,22.6,510.6,50.1,84.2,53.4,46.3,80.7,Sawera-24
sandy loam,Punjab North,irrigated,mixed,rabi,Oct,early,6.1,23.3,517.5,52.1,82.2,57.7,45.1,86.4,Arooj-22
silt loam,South Punjab,rainfed,canal,rabi,Nov,optimal,6.1,22.3,494.7,53.8,112.9,50.1,55.3,85.4,Dilkash-20
clay loam,Punjab North,irrigated,mixed,rabi,Dec,late,6.7,22.8,545.4,58.2,116.7,41.7,58.0,85.5,Subhani-21
sandy loam,Central Punjab,rainfed,mixed,rabi,Oct,early,6.4,21.1,594.0,55.9,80.7,53.5,43.6,82.3,Arooj-22
loamy,South Punjab,irrigated,rainfed,rabi,Nov,optimal,6.5,21.2,584.6,55.9,90.2,48.3,48.2,87.6,Sawera-24
loamy,Central Punjab,rainfed,mixed,rabi,Dec,late,6.3,21.2,534.4,57.1,84.9,40.8,59.9,81.5,Sawera-24
sandy loam,South Punjab,irrigated,canal,rabi,Oct,early,6.9,21.1,561.9,51.6,94.7,41.0,44.8,84.0,Sawera-24
sandy loam,Canal Area,rainfed,canal,rabi,Nov,optimal,6.5,21.2,468.9,55.8,116.5,42.2,40.2,86.2,Dilkash-20
loamy,Potohar,irrigated,rainfed,rabi,Dec,late,6.2,23.6,500.3,51.8,95.1,42.6,40.6,87.0,Arooj-22
clay loam,Canal Area,rainfed,mixed,rabi,Oct,early,6.1,24.0,480.9,52.0,104.3,45.4,47.9,89.7,Dilkash-20
silt loam,Central Punjab,irrigated,mixed,rabi,Nov,optimal,6.9,23.4,524.7,56.3,92.6,42.1,47.9,89.8,Subhani-21
clay loam,Potohar,rainfed,canal,rabi,Dec,late,6.2,22.4,555.6,56.4,118.9,42.0,41.3,86.5,Sawera-24
sandy loam,South Punjab,irrigated,mixed,rabi,Oct,early,7.0,21.0,465.0,58.4,108.8,57.3,53.1,85.1,Arooj-22
clay loam,Potohar,rainfed,mixed,rabi,Nov,optimal,6.8,21.1,485.4,55.4,84.8,55.7,52.8,84.7,Subhani-21
loamy,Punjab North,irrigated,mixed,rabi,Dec,late,6.4,23.9,608.5,54.4,90.2,56.1,48.6,86.4,Sawera-24
sandy loam,Potohar,rainfed,tube well,rabi,Oct,early,6.3,22.6,620.1,51.1,117.4,48.4,47.5,82.6,Arooj-22
silt loam,Punjab North,irrigated,rainfed,rabi,Nov,optimal,6.0,22.1,477.4,58.7,113.4,54.0,55.9,87.6,Falak-24
loamy,Potohar,rainfed,tube well,rabi,Dec,late,6.5,24.0,572.4,51.1,101.1,44.9,41.6,89.1,Sawera-24
loamy,Punjab North,irrigated,rainfed,rabi,Oct,early,7.0,21.9,549.4,59.8,104.4,43.2,50.0,81.0,Arooj-22
silt loam,Central Punjab,rainfed,canal,rabi,Nov,optimal,6.2,23.4,632.7,54.4,108.0,48.8,50.9,88.2,Subhani-21
silt loam,Canal Area,irrigated,mixed,rabi,Dec,late,6.9,21.4,563.6,54.7,112.8,57.7,43.6,89.7,Sawera-24
clay loam,South Punjab,rainfed,rainfed,rabi,Oct,early,6.8,22.9,567.5,53.7,105.1,58.7,55.5,82.8,Sawera-24
sandy loam,Potohar,irrigated,tube well,rabi,Nov,optimal,6.1,23.4,493.0,54.0,115.8,44.3,53.2,80.7,Arooj-22
silt loam,Canal Area,rainfed,mixed,rabi,Dec,late,6.5,23.7,567.6,54.6,106.7,46.6,55.6,88.3,Sawera-24
silt loam,South Punjab,irrigated,canal,rabi,Oct,early,6.4,23.4,644.1,54.9,107.0,48.6,59.8,87.3,Falak-24
sandy loam,South Punjab,rainfed,rainfed,rabi,Nov,optimal,7.0,23.6,635.2,58.8,91.0,42.1,55.0,88.5,Sawera-24
silt loam,Punjab North,irrigated,rainfed,rabi,Dec,late,6.4,23.6,548.8,56.6,89.0,59.5,51.3,89.7,Falak-24
silt loam,Central Punjab,rainfed,rainfed,rabi,Oct,early,6.3,22.9,582.9,54.0,103.5,46.3,40.2,83.9,Falak-24
clay loam,Central Punjab,irrigated,mixed,rabi,Nov,optimal,6.3,21.8,548.8,59.3,111.2,54.4,52.4,81.3,Subhani-21
loamy,Canal Area,rainfed,tube well,rabi,Dec,late,6.1,23.4,512.0,58.0,86.6,59.0,44.3,87.2,Sawera-24
loamy,Central Punjab,irrigated,tube well,rabi,Oct,early,6.8,23.3,488.8,53.9,101.8,59.5,45.4,83.7,Subhani-21
loamy,Potohar,rainfed,rainfed,rabi,Nov,optimal,6.8,21.0,526.5,54.8,108.5,48.6,53.4,88.3,Arooj-22
loamy,Central Punjab,irrigated,canal,rabi,Dec,late,6.2,22.9,578.8,57.1,98.0,41.3,50.8,82.2,Sawera-24
silt loam,Canal Area,rainfed,canal,rabi,Oct,early,7.0,22.6,585.8,50.1,101.6,43.5,40.8,81.8,Falak-24
sandy loam,Central Punjab,irrigated,tube well,rabi,Nov,optimal,6.7,23.3,605.0,51.6,109.2,50.1,41.6,88.1,Subhani-21
sandy loam,Potohar,rainfed,canal,rabi,Dec,late,6.4,23.1,466.9,56.0,87.0,43.8,46.6,80.5,Sawera-24
clay loam,Punjab North,irrigated,tube well,rabi,Oct,early,6.5,22.0,475.9,59.2,86.8,50.6,48.2,85.4,Falak-24
clay loam,Canal Area,rainfed,rainfed,rabi,Nov,optimal,6.1,23.4,629.2,56.1,89.4,53.5,42.9,89.1,Subhani-21
silt loam,Punjab North,irrigated,tube well,rabi,Dec,late,6.5,21.5,579.9,52.2,117.8,47.1,47.9,89.8,Falak-24
sandy loam,Punjab North,rainfed,tube well,rabi,Oct,early,6.8,21.7,600.0,55.3,93.0,44.0,41.5,89.4,Falak-24
sandy loam,Punjab North,irrigated,rainfed,rabi,Nov,optimal,7.0,22.3,541.7,59.7,109.7,47.5,53.3,83.1,Arooj-22
loamy,South Punjab,rainfed,canal,rabi,Dec,late,6.4,22.4,558.3,59.6,97.3,55.3,42.3,84.9,Sawera-24
silt loam,South Punjab,irrigated,tube well,rabi,Oct,early,6.6,21.5,601.5,51.5,102.4,44.2,55.2,85.0,Falak-24
silt loam,Punjab North,rainfed,tube well,rabi,Nov,optimal,6.4,21.5,587.8,55.6,98.2,46.9,43.8,85.4,Falak-24
loamy,Canal Area,irrigated,rainfed,rabi,Dec,late,6.1,21.3,507.9,52.5,83.9,57.8,41.0,85.8,Sawera-24
silt loam,Potohar,rainfed,canal,rabi,Oct,early,6.8,22.7,556.6,55.1,94.3,51.9,40.2,80.4,Falak-24
silt loam,Potohar,irrigated,tube well,rabi,Nov,optimal,6.5,22.2,637.8,55.9,119.9,57.3,55.9,83.7,Dilkash-20
clay loam,Central Punjab,rainfed,rainfed,rabi,Dec,late,6.7,22.5,530.9,52.5,110.8,51.7,56.4,84.5,Subhani-21
sandy loam,Canal Area,irrigated,tube well,rabi,Oct,early,6.3,21.4,585.8,58.3,114.1,44.6,49.0,83.3,Arooj-22
silt loam,South Punjab,rainfed,mixed,rabi,Nov,optimal,6.4,23.3,486.4,54.0,80.5,53.5,48.6,84.4,Dilkash-20
clay loam,Punjab North,irrigated,rainfed,rabi,Dec,late,7.0,23.6,575.0,57.0,111.3,52.9,52.7,87.7,Subhani-21
sandy loam,Central Punjab,rainfed,canal,rabi,Oct,early,6.8,22.3,585.5,53.3,86.4,47.4,47.1,86.1,Subhani-21
loamy,Potohar,irrigated,canal,rabi,Nov,optimal,6.5,22.3,642.3,51.2,101.3,46.4,43.9,80.9,Dilkash-20
clay loam,South Punjab,rainfed,canal,rabi,Dec,late,6.5,22.9,612.8,50.1,87.2,50.7,45.9,85.4,Sawera-24
clay loam,South Punjab,irrigated,canal,rabi,Oct,early,6.4,23.9,592.5,58.3,94.5,51.3,42.2,82.0,Sawera-24
sandy loam,Punjab North,rainfed,tube well,rabi,Nov,optimal,6.7,22.3,540.6,53.9,98.0,59.1,41.8,83.5,Subhani-21
loamy,Potohar,irrigated,tube well,rabi,Dec,late,6.3,23.2,558.5,51.5,83.2,41.4,45.3,81.9,Sawera-24
clay loam,Canal Area,rainfed,canal,rabi,Oct,early,6.7,23.6,462.8,58.1,106.8,43.4,54.9,80.2,Subhani-21
silt loam,South Punjab,irrigated,canal,rabi,Nov,optimal,6.7,21.3,500.1,53.0,83.3,47.9,48.2,87.3,Dilkash-20
silt loam,Punjab North,rainfed,canal,rabi,Dec,late,6.6,23.7,504.7,52.1,119.6,59.0,44.1,80.1,Sawera-24
silt loam,Canal Area,irrigated,tube well,rabi,Oct,early,6.2,24.0,565.0,51.3,86.9,41.8,59.6,81.2,Dilkash-20
loamy,Potohar,rainfed,canal,rabi,Nov,optimal,6.6,21.6,471.8,55.4,98.9,50.7,42.4,82.2,Dilkash-20
clay loam,South Punjab,irrigated,canal,rabi,Dec,late,6.6,21.9,487.3,50.0,95.4,51.1,44.1,89.6,Sawera-24
silt loam,Canal Area,rainfed,mixed,rabi,Oct,early,6.5,23.0,488.7,53.0,98.8,48.4,51.6,82.5,Dilkash-20
loamy,Canal Area,irrigated,mixed,rabi,Nov,optimal,7.0,22.8,592.5,56.5,81.5,57.3,51.2,88.3,Dilkash-20
silt loam,Canal Area,rainfed,canal,rabi,Dec,late,6.7,21.8,619.7,52.3,101.6,43.2,43.1,89.8,Dilkash-20
sandy loam,South Punjab,irrigated,rainfed,rabi,Oct,early,6.2,22.9,478.1,57.8,107.9,54.7,49.7,88.4,Arooj-22
clay loam,South Punjab,rainfed,canal,rabi,Nov,optimal,7.0,21.3,633.4,58.4,86.5,52.1,43.4,87.1,Sawera-24
clay loam,Central Punjab,irrigated,mixed,rabi,Dec,late,6.5,22.4,474.5,51.4,99.8,42.7,45.5,85.9,Subhani-21
loamy,Potohar,rainfed,rainfed,rabi,Oct,early,6.9,23.9,639.6,59.8,97.1,59.0,52.3,82.6,Arooj-22
loamy,Punjab North,irrigated,rainfed,rabi,Nov,optimal,6.1,23.2,643.5,54.2,100.0,54.8,49.7,87.5,Subhani-21
clay loam,Canal Area,rainfed,canal,rabi,Dec,late,6.1,22.1,502.5,51.9,102.4,41.5,53.6,86.7,Sawera-24
silt loam,Central Punjab,irrigated,mixed,rabi,Oct,early,6.3,21.2,501.9,57.3,104.0,42.8,44.1,83.1,Falak-24
silt loam,Punjab North,rainfed,mixed,rabi,Nov,optimal,6.4,22.2,493.5,56.6,90.1,53.1,51.9,87.0,Falak-24
sandy loam,Central Punjab,irrigated,rainfed,rabi,Dec,late,6.0,22.3,534.2,56.5,110.4,49.1,47.4,80.5,Sawera-24
silt loam,South Punjab,rainfed,canal,rabi,Oct,early,6.4,21.0,484.2,50.0,114.5,40.2,52.7,89.9,Falak-24
loamy,Canal Area,irrigated,tube well,rabi,Nov,optimal,6.1,23.9,483.3,55.2,103.9,53.0,58.8,89.9,Dilkash-20
loamy,Punjab North,rainfed,tube well,rabi,Dec,late,6.2,22.9,600.6,50.8,108.4,44.4,50.7,84.5,Falak-24
silt loam,Punjab North,irrigated,mixed,rabi,Oct,early,6.3,23.4,626.6,59.3,111.9,46.1,55.5,85.5,Falak-24
loamy,Punjab North,rainfed,tube well,rabi,Nov,optimal,6.2,21.1,462.2,56.5,119.9,48.6,40.1,85.8,Subhani-21
clay loam,Punjab North,irrigated,mixed,rabi,Dec,late,6.7,22.8,591.4,56.1,112.3,59.3,44.0,82.5,Subhani-21
clay loam,Punjab North,rainfed,mixed,rabi,Oct,early,6.4,23.1,522.1,50.4,113.9,50.1,56.9,89.6,Falak-24
silt loam,Central Punjab,irrigated,mixed,rabi,Nov,optimal,6.6,22.2,466.4,52.7,97.1,56.5,58.1,83.0,Dilkash-20
clay loam,Canal Area,rainfed,tube well,rabi,Dec,late,6.8,22.3,581.8,52.6,99.5,50.0,44.9,88.6,Sawera-24
clay loam,South Punjab,irrigated,mixed,rabi,Oct,early,6.5,21.3,476.5,58.5,118.0,57.6,54.8,88.1,Sawera-24
sandy loam,South Punjab,rainfed,rainfed,rabi,Nov,optimal,6.2,23.2,472.0,58.5,97.2,51.9,50.9,87.3,Arooj-22
sandy loam,South Punjab,irrigated,canal,rabi,Dec,late,6.8,21.6,463.8,55.5,116.4,41.0,54.7,86.2,Sawera-24
clay loam,South Punjab,rainfed,canal,rabi,Oct,early,6.5,22.4,510.4,58.9,95.5,52.4,45.2,84.8,Sawera-24
silt loam,Central Punjab,irrigated,mixed,rabi,Nov,optimal,6.1,23.0,534.6,51.2,94.7,59.6,49.0,82.0,Subhani-21
sandy loam,Potohar,rainfed,canal,rabi,Dec,late,6.8,23.9,608.6,51.8,101.9,50.6,49.7,80.7,Sawera-24
loamy,Canal Area,irrigated,tube well,rabi,Oct,early,7.0,21.2,590.9,52.9,118.8,53.5,43.1,83.4,Dilkash-20
loamy,Punjab North,rainfed,tube well,rabi,Nov,optimal,6.0,22.8,592.1,52.6,118.0,43.8,42.5,89.8,Subhani-21
loamy,Potohar,irrigated,canal,rabi,Dec,late,6.4,23.1,479.9,53.5,98.8,52.1,43.2,88.2,Sawera-24
silt loam,South Punjab,rainfed,tube well,rabi,Oct,early,6.2,22.9,606.8,58.9,101.3,44.2,48.0,85.1,Falak-24
clay loam,Potohar,irrigated,canal,rabi,Nov,optimal,6.6,22.1,566.6,59.2,83.9,51.2,52.0,84.1,Subhani-21
loamy,Canal Area,rainfed,canal,rabi,Dec,late,6.9,22.8,461.4,57.0,87.1,48.1,41.7,83.7,Sawera-24
silt loam,Punjab North,irrigated,canal,rabi,Oct,early,6.0,21.0,503.3,56.9,109.9,57.9,46.7,82.8,Falak-24
sandy loam,Punjab North,rainfed,mixed,rabi,Nov,optimal,6.8,23.0,460.1,52.7,87.7,54.4,42.1,87.4,Subhani-21
clay loam,Canal Area,irrigated,canal,rabi,Dec,late,6.8,23.6,514.7,57.3,88.4,54.6,53.5,81.4,Sawera-24
sandy loam,Canal Area,rainfed,mixed,rabi,Oct,early,6.0,23.1,461.5,57.8,105.5,47.0,54.6,88.6,Arooj-22
silt loam,South Punjab,irrigated,canal,rabi,Nov,optimal,6.4,21.3,507.4,50.7,111.6,45.6,58.9,88.5,Dilkash-20
loamy,Punjab North,rainfed,canal,rabi,Dec,late,6.7,22.6,612.1,57.8,105.4,45.9,55.4,80.5,Sawera-24
loamy,Potohar,irrigated,canal,rabi,Oct,early,6.4,23.7,504.7,56.8,105.9,54.1,45.9,82.3,Falak-24
silt loam,Central Punjab,rainfed,tube well,rabi,Nov,optimal,6.8,21.4,522.7,53.7,81.8,51.2,49.4,85.3,Subhani-21
loamy,Central Punjab,irrigated,mixed,rabi,Dec,late,6.7,22.5,457.9,52.7,94.3,48.5,54.3,88.6,Sawera-24
clay loam,Canal Area,rainfed,mixed,rabi,Oct,early,6.1,23.3,552.9,51.4,111.1,43.3,40.1,82.5,Dilkash-20
silt loam,South Punjab,irrigated,canal,rabi,Nov,optimal,6.6,21.6,647.0,59.6,82.9,50.1,57.3,83.8,Dilkash-20
sandy loam,Central Punjab,rainfed,canal,rabi,Dec,late,6.4,21.7,568.9,50.9,102.2,56.9,52.3,89.4,Sawera-24
silt loam,Punjab North,irrigated,tube well,rabi,Oct,early,6.4,23.5,467.7,51.0,117.8,57.2,54.0,81.4,Falak-24
clay loam,Canal Area,rainfed,tube well,rabi,Nov,optimal,6.0,21.9,539.1,53.3,106.7,49.7,47.3,85.7,Dilkash-20
clay loam,Potohar,irrigated,tube well,rabi,Dec,late,6.2,21.7,497.1,51.2,119.8,54.1,42.8,81.1,Sawera-24
silt loam,Canal Area,rainfed,mixed,rabi,Oct,early,6.8,23.2,587.2,50.2,103.7,58.9,50.3,80.3,Dilkash-20
silt loam,Potohar,irrigated,mixed,rabi,Nov,optimal,6.6,21.1,595.5,59.8,95.2,57.3,48.1,83.7,Arooj-22
loamy,Canal Area,rainfed,mixed,rabi,Dec,late,6.7,22.5,648.6,57.5,99.2,46.5,47.0,84.1,Sawera-24
clay loam,Canal Area,irrigated,canal,rabi,Oct,early,6.4,23.0,640.3,59.0,117.4,51.3,54.8,84.5,Dilkash-20
silt loam,Canal Area,rainfed,mixed,rabi,Nov,optimal,6.3,23.8,524.4,51.2,109.1,42.8,54.9,87.4,Dilkash-20
silt loam,Potohar,irrigated,rainfed,rabi,Dec,late,6.4,21.2,498.1,50.7,82.7,42.3,49.0,89.8,Arooj-22
clay loam,Potohar,rainfed,rainfed,rabi,Oct,early,6.7,23.9,454.0,56.5,84.9,49.6,56.5,80.4,Arooj-22
silt loam,Canal Area,irrigated,tube well,rabi,Nov,optimal,6.2,22.6,640.6,57.5,104.2,47.2,47.8,90.0,Dilkash-20
loamy,Central Punjab,rainfed,mixed,rabi,Dec,late,6.4,22.9,575.0,56.0,115.0,45.2,46.7,88.0,Sawera-24
clay loam,South Punjab,irrigated,rainfed,rabi,Oct,early,6.8,23.8,553.7,57.4,86.6,41.4,58.8,81.6,Sawera-24
loamy,South Punjab,rainfed,tube well,rabi,Nov,optimal,6.1,21.0,486.4,54.8,82.1,48.9,57.8,88.8,Dilkash-20
loamy,South Punjab,irrigated,mixed,rabi,Dec,late,6.6,23.8,465.2,54.5,90.5,57.5,47.2,80.1,Sawera-24
loamy,Potohar,rainfed,canal,rabi,Oct,early,6.1,23.4,606.0,54.3,85.3,57.5,43.1,86.0,Falak-24
loamy,Potohar,irrigated,rainfed,rabi,Nov,optimal,6.4,22.8,631.7,53.5,93.6,54.9,58.8,86.8,Arooj-22
clay loam,Central Punjab,rainfed,canal,rabi,Dec,late,6.6,23.1,637.8,58.0,109.2,57.9,58.6,89.8,Subhani-21
loamy,South Punjab,irrigated,mixed,rabi,Oct,early,6.3,23.0,648.9,58.0,94.7,49.1,42.3,88.7,Sawera-24
loamy,South Punjab,rainfed,rainfed,rabi,Nov,optimal,6.4,23.1,515.8,59.0,85.5,45.1,50.6,86.7,Sawera-24
silt loam,Canal Area,irrigated,mixed,rabi,Dec,late,6.1,21.8,524.6,58.2,82.7,40.3,55.7,83.8,Dilkash-20
clay loam,Potohar,rainfed,canal,rabi,Oct,early,6.6,21.5,635.8,53.2,114.8,42.9,42.9,86.8,Arooj-22
clay loam,South Punjab,irrigated,rainfed,rabi,Nov,optimal,6.9,22.7,495.8,56.7,99.9,57.5,46.0,89.9,Sawera-24
sandy loam,Central Punjab,rainfed,canal,rabi,Dec,late,6.0,21.9,541.4,53.6,117.5,44.5,56.1,86.6,Sawera-24
clay loam,Central Punjab,irrigated,mixed,rabi,Oct,early,6.5,22.9,467.7,55.5,104.7,53.6,55.1,85.0,Subhani-21
clay loam,South Punjab,rainfed,mixed,rabi,Nov,optimal,6.1,21.5,576.3,58.7,101.3,59.6,55.0,85.4,Sawera-24
sandy loam,Potohar,irrigated,canal,rabi,Dec,late,6.2,23.7,572.6,51.3,94.7,48.6,54.8,80.4,Arooj-22
clay loam,Central Punjab,rainfed,rainfed,rabi,Oct,early,6.0,22.5,557.7,51.3,98.8,56.2,47.4,89.3,Subhani-21
clay loam,Canal Area,irrigated,canal,rabi,Nov,optimal,6.5,22.8,622.2,54.2,95.5,52.3,54.8,86.1,Dilkash-20
clay loam,Central Punjab,rainfed,mixed,rabi,Dec,late,6.7,21.0,519.7,54.4,110.3,51.0,45.3,87.6,Subhani-21
clay loam,Punjab North,irrigated,canal,rabi,Oct,early,6.8,22.1,497.2,54.0,97.4,53.6,55.1,89.6,Falak-24
sandy loam,Punjab North,rainfed,mixed,rabi,Nov,optimal,6.2,22.3,482.7,53.1,105.3,42.1,48.9,88.6,Arooj-22
